gene,scaffold,gene_id,gene_description,category,header,subheader,module,amg_flags,d,p,f,spore_likely
Rampelli_10010_NODE_1484_length_17044_cov_4.782035_19,Rampelli_10010_NODE_1484_length_17044_cov_4.782035,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10010_NODE_16_length_138002_cov_18.123903_86,Rampelli_10010_NODE_16_length_138002_cov_18.123903,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10010_NODE_16_length_138002_cov_18.123903_164,Rampelli_10010_NODE_16_length_138002_cov_18.123903,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10010_NODE_217_length_49736_cov_13.393712_45,Rampelli_10010_NODE_217_length_49736_cov_13.393712,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10010_NODE_736_length_25998_cov_5.861812_42,Rampelli_10010_NODE_736_length_25998_cov_5.861812,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Bacteria,p__Bacteroidota,f__Muribaculaceae,NA
Rampelli_10010_NODE_8_length_191928_cov_27.307276_44,Rampelli_10010_NODE_8_length_191928_cov_27.307276,K01356,lexA;lexa repressor,MISC,Genetics,DNA repair/ recombination,NA,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10010_NODE_8_length_191928_cov_27.307276_76,Rampelli_10010_NODE_8_length_191928_cov_27.307276,K04769,spoVT;stage V sporulation protein T,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10010_NODE_8_length_191928_cov_27.307276_130,Rampelli_10010_NODE_8_length_191928_cov_27.307276,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10010_NODE_8_length_191928_cov_27.307276_154,Rampelli_10010_NODE_8_length_191928_cov_27.307276,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10011_NODE_76_length_38976_cov_6.191002_39,Rampelli_10011_NODE_76_length_38976_cov_6.191002,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10012_NODE_25_length_28428_cov_17.490220_2,Rampelli_10012_NODE_25_length_28428_cov_17.490220,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10013_NODE_3376_length_5483_cov_2.154569_1,Rampelli_10013_NODE_3376_length_5483_cov_2.154569,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10013_NODE_417_length_22371_cov_3.232076_5,Rampelli_10013_NODE_417_length_22371_cov_3.232076,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10014_NODE_1315_length_19981_cov_5.401485_8,Rampelli_10014_NODE_1315_length_19981_cov_5.401485,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10014_NODE_213_length_51578_cov_7.893950_17,Rampelli_10014_NODE_213_length_51578_cov_7.893950,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10014_NODE_217_length_51129_cov_9.456964_13,Rampelli_10014_NODE_217_length_51129_cov_9.456964,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10014_NODE_329_length_42984_cov_7.788302_51,Rampelli_10014_NODE_329_length_42984_cov_7.788302,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Bacteria,p__Firmicutes_A,f__Anaerovoracaceae,FALSE
Rampelli_10014_NODE_381_length_40286_cov_5.397927_2,Rampelli_10014_NODE_381_length_40286_cov_5.397927,K01356,lexA;lexa repressor,MISC,Genetics,DNA repair/ recombination,NA,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10014_NODE_478_length_36162_cov_4.959620_43,Rampelli_10014_NODE_478_length_36162_cov_4.959620,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Bacteria,p__Proteobacteria,f__Ectothiorhodospiraceae,NA
Rampelli_10014_NODE_506_length_34760_cov_4.466964_37,Rampelli_10014_NODE_506_length_34760_cov_4.466964,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10014_NODE_5376_length_7640_cov_2.809492_18,Rampelli_10014_NODE_5376_length_7640_cov_2.809492,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10014_NODE_739_length_28100_cov_5.872205_10,Rampelli_10014_NODE_739_length_28100_cov_5.872205,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10014_NODE_8583_length_5311_cov_2.615107_4,Rampelli_10014_NODE_8583_length_5311_cov_2.615107,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10015_NODE_1034_length_10930_cov_3.006437_13,Rampelli_10015_NODE_1034_length_10930_cov_3.006437,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10015_NODE_119_length_35725_cov_8.058789_11,Rampelli_10015_NODE_119_length_35725_cov_8.058789,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10015_NODE_258_length_24481_cov_4.780234_15,Rampelli_10015_NODE_258_length_24481_cov_4.780234,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10016_NODE_3974_length_5573_cov_2.421167_3,Rampelli_10016_NODE_3974_length_5573_cov_2.421167,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10017_NODE_66_length_69709_cov_9.263976_33,Rampelli_10017_NODE_66_length_69709_cov_9.263976,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10017_NODE_8519_length_5048_cov_2.715001_5,Rampelli_10017_NODE_8519_length_5048_cov_2.715001,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10017_NODE_9_length_157041_cov_12.715968_117,Rampelli_10017_NODE_9_length_157041_cov_12.715968,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10017_NODE_9_length_157041_cov_12.715968_194,Rampelli_10017_NODE_9_length_157041_cov_12.715968,K04769,spoVT;stage V sporulation protein T,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10018_NODE_164_length_28755_cov_3.728362_14,Rampelli_10018_NODE_164_length_28755_cov_3.728362,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10018_NODE_1_length_218757_cov_8.380943_70,Rampelli_10018_NODE_1_length_218757_cov_8.380943,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Bacteria,p__Firmicutes_A,f__Oscillospiraceae,FALSE
Rampelli_10018_NODE_7_length_119616_cov_35.989344_123,Rampelli_10018_NODE_7_length_119616_cov_35.989344,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,TM,Bacteria,p__Bacteroidota,f__Bacteroidaceae,NA
Rampelli_10018_NODE_7_length_119616_cov_35.989344_206,Rampelli_10018_NODE_7_length_119616_cov_35.989344,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,TM,Bacteria,p__Bacteroidota,f__Bacteroidaceae,NA
Rampelli_10020_NODE_1_length_197740_cov_13.660146_224,Rampelli_10020_NODE_1_length_197740_cov_13.660146,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,TFM,Bacteria,p__Firmicutes_A,f__Peptostreptococcaceae,TRUE
Rampelli_10020_NODE_49_length_54268_cov_6.870363_28,Rampelli_10020_NODE_49_length_54268_cov_6.870363,K04769,spoVT;stage V sporulation protein T,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10021_NODE_121_length_26479_cov_5.080798_13,Rampelli_10021_NODE_121_length_26479_cov_5.080798,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10021_NODE_136_length_24518_cov_6.699219_9,Rampelli_10021_NODE_136_length_24518_cov_6.699219,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10021_NODE_14_length_73175_cov_8.390071_48,Rampelli_10021_NODE_14_length_73175_cov_8.390071,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10021_NODE_206_length_19506_cov_6.240399_7,Rampelli_10021_NODE_206_length_19506_cov_6.240399,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10021_NODE_213_length_18987_cov_15.551870_10,Rampelli_10021_NODE_213_length_18987_cov_15.551870,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10021_NODE_485_length_11995_cov_3.313149_13,Rampelli_10021_NODE_485_length_11995_cov_3.313149,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10021_NODE_4_length_109241_cov_5.784460_19,Rampelli_10021_NODE_4_length_109241_cov_5.784460,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10022_NODE_406_length_11982_cov_2.718538_9,Rampelli_10022_NODE_406_length_11982_cov_2.718538,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10024_NODE_139_length_60668_cov_195.124660_33,Rampelli_10024_NODE_139_length_60668_cov_195.124660,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Bacteria,p__Bacteroidota,f__P3,NA
Rampelli_10024_NODE_4213_length_8272_cov_2.604965_11,Rampelli_10024_NODE_4213_length_8272_cov_2.604965,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_10024_NODE_51_length_81329_cov_44.500701_98,Rampelli_10024_NODE_51_length_81329_cov_44.500701,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Bacteria,p__Bacteroidota,f__Bacteroidaceae,NA
Rampelli_20002_NODE_117_length_41352_cov_5.904472_25,Rampelli_20002_NODE_117_length_41352_cov_5.904472,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,M,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Rampelli_20002_NODE_1357_length_8930_cov_2.687775_2,Rampelli_20002_NODE_1357_length_8930_cov_2.687775,K06334,cotJC;spore coat peptide assembly protein CotJC,MISC,Sporulation,Sporulation proteins,Spore coat proteins,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_20002_NODE_76_length_53545_cov_17.030903_6,Rampelli_20002_NODE_76_length_53545_cov_17.030903,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_20005_NODE_18_length_139329_cov_13.880760_71,Rampelli_20005_NODE_18_length_139329_cov_13.880760,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,TM,Bacteria,p__Firmicutes_A,f__Ruminococcaceae,FALSE
Rampelli_20006_NODE_368_length_42356_cov_5.570034_35,Rampelli_20006_NODE_368_length_42356_cov_5.570034,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_20006_NODE_5532_length_5952_cov_2.999661_6,Rampelli_20006_NODE_5532_length_5952_cov_2.999661,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_20006_NODE_75_length_85916_cov_54.194792_18,Rampelli_20006_NODE_75_length_85916_cov_54.194792,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,M,Bacteria,p__Firmicutes_A,f__UBA9506,TRUE
Rampelli_HCO_53_NODE_319_length_19897_cov_3.323959_12,Rampelli_HCO_53_NODE_319_length_19897_cov_3.323959,K00688,glgP;glycogen phosphorylase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,MKF,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_HCO_53_NODE_543_length_13739_cov_7.216384_18,Rampelli_HCO_53_NODE_543_length_13739_cov_7.216384,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_HCO_61_NODE_1002_length_10937_cov_3.492465_13,Rampelli_HCO_61_NODE_1002_length_10937_cov_3.492465,K03091,sigH;RNA polymerase sigma-H factor,MISC,RNA synthesis and degradation,Transcription,Sigma factors,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_HCO_61_NODE_1006_length_10885_cov_6.038596_4,Rampelli_HCO_61_NODE_1006_length_10885_cov_6.038596,K02051,ABC.SN.S; sulfonate/nitrate/taurine transport system substrate-binding protein,Transporters,NA,NA,NitT/TauT family transport system,MF,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_HCO_61_NODE_1006_length_10885_cov_6.038596_4,Rampelli_HCO_61_NODE_1006_length_10885_cov_6.038596,K02051,ytlA;ABC transporter substrate-binding protein YtlA,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,MF,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_HCO_61_NODE_1006_length_10885_cov_6.038596_5,Rampelli_HCO_61_NODE_1006_length_10885_cov_6.038596,K02049,ABC.SN.A; sulfonate/nitrate/taurine transport system ATP-binding protein,Transporters,NA,NA,NitT/TauT family transport system,MF,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_HCO_61_NODE_1006_length_10885_cov_6.038596_5,Rampelli_HCO_61_NODE_1006_length_10885_cov_6.038596,K02049,ytlC;ABC transporter ATP-binding protein,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,MF,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_HCO_61_NODE_129_length_41039_cov_8.318783_19,Rampelli_HCO_61_NODE_129_length_41039_cov_8.318783,K01448,cwlD;germination-specific N-acetylmuramoyl-L-alanine amidase,MISC,Sporulation,Sporulation proteins,Sporulation proteins/ other,M,Bacteria,p__Firmicutes_C,f__Selenomonadaceae,FALSE
Rampelli_HCO_64_NODE_41_length_52361_cov_6.648224_27,Rampelli_HCO_64_NODE_41_length_52361_cov_6.648224,K07699,spo0A;stage 0 sporulation protein A,MISC,Sporulation,phosphorelay,NA,M,Bacteria,p__Firmicutes_A,f__Ruminococcaceae,FALSE
Rampelli_HCO_67_NODE_795_length_13451_cov_3.077113_15,Rampelli_HCO_67_NODE_795_length_13451_cov_3.077113,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_HCO_70_NODE_20_length_131725_cov_7.896780_145,Rampelli_HCO_70_NODE_20_length_131725_cov_7.896780,K01449,cwlJ;cell wall hydrolase CwlJ,MISC,Sporulation,Sporulation proteins,Spore coat proteins,M,Bacteria,p__Firmicutes_A,f__CAG-272,FALSE
Rampelli_HCO_72_NODE_15_length_78782_cov_7.024426_61,Rampelli_HCO_72_NODE_15_length_78782_cov_7.024426,K03469,ypeP;hypothetical protein,MISC,Sporulation,Sporulation proteins,Spore coat proteins,TM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_HCO_74_NODE_42_length_76124_cov_12.793188_7,Rampelli_HCO_74_NODE_42_length_76124_cov_12.793188,K01356,lexA;lexa repressor,MISC,Genetics,DNA repair/ recombination,NA,FM,Bacteria,p__Firmicutes_A,f__Anaerovoracaceae,FALSE
Rampelli_Norman_01_NODE_2056_length_7041_cov_12.771114_5,Rampelli_Norman_01_NODE_2056_length_7041_cov_12.771114,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Rampelli_Norman_01_NODE_2366_length_5997_cov_14.631101_10,Rampelli_Norman_01_NODE_2366_length_5997_cov_14.631101,K01356,lexA;lexa repressor,MISC,Genetics,DNA repair/ recombination,NA,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_Norman_02_NODE_187_length_66688_cov_6.607342_59,Rampelli_Norman_02_NODE_187_length_66688_cov_6.607342,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,TM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Rampelli_Norman_03_NODE_1796_length_11026_cov_6.585179_19,Rampelli_Norman_03_NODE_1796_length_11026_cov_6.585179,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_Norman_03_NODE_439_length_35984_cov_8.799466_29,Rampelli_Norman_03_NODE_439_length_35984_cov_8.799466,K07097,nrnB;oligoribonuclease NrnB,MISC,Sporulation,Sporulation proteins,Newly identified sporulation proteins (based on transcription profiling),M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_Norman_03_NODE_439_length_35984_cov_8.799466_54,Rampelli_Norman_03_NODE_439_length_35984_cov_8.799466,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,M,Host Not Assigned or not a prokaryotic virus,NA,NA,NA
Rampelli_Norman_04_NODE_732_length_24434_cov_5.374790_38,Rampelli_Norman_04_NODE_732_length_24434_cov_5.374790,K01356,lexA;lexa repressor,MISC,Genetics,DNA repair/ recombination,NA,FM,Bacteria,p__Firmicutes,f__Erysipelotrichaceae,FALSE
Rampelli_Norman_05_NODE_2489_length_8915_cov_30.028217_4,Rampelli_Norman_05_NODE_2489_length_8915_cov_30.028217,K07171,Endoribonuclease toxin,MISC,sporulation,sporulation,sporulation,FM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
Rampelli_Norman_05_NODE_2489_length_8915_cov_30.028217_14,Rampelli_Norman_05_NODE_2489_length_8915_cov_30.028217,K01356,lexA;lexa repressor,MISC,Genetics,DNA repair/ recombination,NA,FM,Bacteria,p__Firmicutes_A,f__Lachnospiraceae,TRUE
