locus,name,description,function,product,names,outlinks.uniprot,outlinks.subtilist
new_47673_50019_c,S25,"new RNA feature, independent transcript
",,independent transcript,S25,,
BSU_misc_RNA_52,"c-di-AMP riboswitch, ktrA","c-di-AMP binding [SW|riboswitch], controls the expression of the [[gene|92D0275E0768780F782F4B3724BC5181E436B6B1]]-[[gene|A287B9771A56D03ADCA603C1969CBF03DCB10E95]] operon",control of [[gene|92D0275E0768780F782F4B3724BC5181E436B6B1]]-[[gene|A287B9771A56D03ADCA603C1969CBF03DCB10E95]] expression,c-di-AMP [SW|riboswitch],"c-di-AMP riboswitch, ktrA;BSU_misc_RNA_52;ydaO riboswitch",,
BSU_07870,yfkK,unknown,unknown,unknown,yfkK,O35019,gene_detail+BG12927
BSU_38570,licA,"lichenan-specific permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIA of the [[category|SW 1.2.2|PTS]]",lichenan uptake and phosphorylation,"lichenan-specific [[category|SW 1.2.2|PTS]], EIIA component",licA;celC,P46319,gene_detail BG11349
BSU_09370,lytF,"gamma-D-glutamate-meso-diaminopimelate muropeptidase, cell separase (major autolysin)",cell separation,gamma-D-glutamate-meso-diaminopimelate muropeptidase (major autolysin),lytF;cwlE;yhdD,O07532,gene_detail BG13010
new_2203985_2204049_c,S783,"new RNA feature, 5'UTR of yopT
",,5'UTR of yopT,S783,,
BSU_tRNA_52,trnB-Val,,translation,transfer RNA-Val,trnB-Val,,gene_detail+BG00074
BSU_05670,ydgJ,similar to transcriptional regulator ([SW|MarR family]),unknown,unknown,ydgJ,P96708,gene_detail+BG12177
BSU_37089,BSU_37089,annotated in RefSeq,,,,,
new_2996886_2997300_c,S1113,"new RNA feature, intergenic region
",,intergenic region,S1113,,
BSU_13020,ykgA,"general stress protein, survival of salt and ethanol  stresses",survival of salt and ethanol  stresses,unknown,ykgA,O34497,gene_detail+BG13235
BSU_34930,hisZ,histidyl-tRNA synthetase,translation,histidyl-tRNA synthetase,hisZ,O34459,gene_detail BG12606
BSU_22870,fni,"isopentenyl diphosphate isomerase, last (8th) step in the MEP pathway of isoprenoid biosynthesis",MEP pathway of isoprenoid biosynthesis,isopentenyl diphosphate isomerase,fni;ypgA;idi,P50740,gene_detail+BG11440
new_2041228_2041329_c,S700,"new RNA feature, intergenic region
",,intergenic region,S700,,
BSU_12250,yjkB,similar to  amino acid [SW|ABC transporter ](ATP-binding protein),unknown,[SW|ABC transporter ](ATP-binding protein),yjkB,O34756,gene_detail+BG13199
new_1522479_1523083_c,S528,"new RNA feature, 3'UTR of rnjA
",,3'UTR of rnjA,S528,,
BSU_36840,atpH,"ATP synthase, part of the F1 complex (subunit delta)",ATP synthesis,ATP synthase (subunit delta),atpH,P37811,gene_detail BG10818
BSU_32710,sufC,"[SW|ABC transporter] (ATP-binding protein), synthesis of Fe-S clusters",synthesis of Fe-S clusters,[SW|ABC transporter] (ATP-binding protein),sufC;yurY,P80866,gene_detail BG14011
BSU_31600,mrpA,"Na<sup>+</sup> transporter subunit of the Na<sup>+</sup>/H<sup>+</sup> antiporter, multiple resistance and pH homeostasis",sodium export,Na<sup>+</sup>/H<sup>+</sup> antiporter subunit,mrpA;yufT;shaA;ntrA,Q9K2S2,gene_detail BG12355
new_1674154_1674258,S580,"new RNA feature, intergenic region
",,intergenic region,S580,,
new_3951938_3952042,S1479,"new RNA feature, 5'UTR of ywzH
",,5'UTR of ywzH,S1479,,
BSU_12875,BSU_12875,annotated in RefSeq,,,,,
BSU_27140,oatA,"O-acetyl transferase, provides resistance to lysozyme",resistance to lysozyme,O-acetyl transferase,oatA;yrhL,O05402,gene_detail+BG12301
new_1045199_1045317,S341,"new RNA feature, intergenic region
",,intergenic region,S341,,
BSU_32030,yuiG,putative S protein of a second biotin [SW|ECF transporter],unknown,putative S protein of an [SW|ECF transporter],yuiG,O32104,gene_detail+BG13972
BSU_misc_RNA_16,YkkC riboswitch,guanidine-binding riboswitch,control of [[gene|5FD89F65E481CDC33B10A58C12C3168B929917ED]]-[[gene|5001019AD87FEF7D7A920D570C1053D476F7F20C]] expression,,ykkC riboswitch;BSU_misc_RNA_16,,
BSU_23930,yqjC,unknown [SW|sporulation] protein,unknown,unknown,yqjC,P54540,gene_detail BG11732
BSU_09700,bmrB,regulatory leader peptide for the control of [[gene|67C0C9EA17EF953554D3D57CD0D285246F50C1AD]]-[[gene|9B2766D2F8892AA17DB480216570C81C33355C3B]] expression,control of [[gene|67C0C9EA17EF953554D3D57CD0D285246F50C1AD]]-[[gene|9B2766D2F8892AA17DB480216570C81C33355C3B]] expression,leader peptide,bmrB;yheJ,O07551,gene_detail+BG13042
BSU_35270,cccB,"cytochrome c551, lipoprotein",respiration,cytochrome c551,cccB,O34594,gene_detail+BG12574
BSU_22250,yppG,spore coat protein,protection of the spore,spore coat protein,yppG,P50835,gene_detail BG11448
BSU_37440,ywhL,unknown,unknown,unknown,ywhL,P71004,gene_detail+BG12464
new_2592930_2593257_c,S943,"new RNA feature, intergenic region
",,intergenic region,S943,,
BSU_14610,pdhD,dihydrolipoamide dehydrogenase E3 subunit of both pyruvate dehydrogenase and 2-oxoglutarate dehydrogenase complexes,"links glycolysis and TCA cycle, enzyme in TCA cycle",dihydrolipoamide dehydrogenase E3 subunit of both pyruvate dehydrogenase and 2-oxoglutarate dehydrogenase complexes,pdhD;citL,P21880,gene_detail BG10210
BSU_02130,glpQ,"glycerolphosphate diester phosphodiesterase, degrades wall teichoic acid during phosphate starvation","glycerol-3-phosphate utilization, degradation of wall teichoic acid during phosphate starvation",glycerolphosphate diester phosphodiesterase,glpQ;ybeD,P37965,gene_detail BG10646
BSU_06078,ydzW/5,"putative phosphomannomutase, internal part of YdzW",unknown,unknown,ydzW/5,,
BSU_39430,deoR,transcriptional repressor of the dra-nupC-pdp operon,regulation of deoxyribonucleotide utilization,transcriptional repressor,deoR;yxxC,P39140,gene_detail BG10982
BSU_04000,ycsA,putative tartrate dehydrogenase,unknown,putative tartrate dehydrogenase,ycsA,P42958,gene_detail+BG11222
BSU_18990,yobK,antitoxin,inhibition of the cytotoxic activity of [[protein|D24F5B473B9CFAD960D877A8BA593939012177E2]],antitoxin,yobK,O34596,gene_detail+BG13503
BSU_00490,spoVG,"RNA-binding regulatory protein, negative effector of asymetric septation at the onset of sporulation","cell division, control of sporulation initiation",negative effector of asymetric septation,spoVG,P28015,gene_detail BG10112
BSU_37490,speB,agmatinase,"spermidine, polyamine biosynthesis",agmatinase,speB;ywhG,P70999,gene_detail+BG12461
BSU_36950,tsaC,"L-threonylcarbamoyl-AMP synthase, biosynthesis of the hypermodified base threonylcarbamoyladenosine (t(6)A) (together with [[protein|6CB350C335603D5F4434679F9D740BFECA738599]]-[[protein|30393F16CFE89E7BAD233A0BD27B77D679F7E409]]-[[protein|E15BB518649B2B9CD44CEBBB4FA481E55BCE823C]])",tRNA modification,L-threonylcarbamoyl-AMP synthase,tsaC;ipc-29d;ywlC,P39153,gene_detail BG10939
BSU_06940,yesL,unknown,unknown,unknown,yesL,O31515,gene_detail+BG12846
BSU_34630,yvdE,"similar to transcriptional regulator ([SW|LacI family]), probably regulator of starch and maltodextrin utilization",probably regulation of starch and maltodextrin utilization,transcriptional regulator ([SW|LacI family]),yvdE;mdxR,O06987,gene_detail+BG12414
BSU_24720,comGB,"polytopic membrane protein, DNA transport machinery","genetic competence, DNA uptake",DNA transport machinery,comGB,P25954,gene_detail BG10484
BSU_34600,mdxF,"maltodextrin [SW|ABC transporter], permease",maltodextrin utilization,"maltodextrin [SW|ABC transporter], permease",mdxF;yvdH,O06990,gene_detail+BG12417
BSU_02010,ybdK,two-component sensor kinase,unknown,two-component sensor kinase,ybdK,O31433,gene_detail+BG12724
new_4167085_4167598_c,S1561,"new RNA feature, intergenic region
",,intergenic region,S1561,,
BSU_18790,yoaZ,unknown,unknown,unknown,yoaZ,O34947,gene_detail+BG13494
BSU_26970,adhB,"forespore-specific protein, similar to alcohol dehydrogenase",unknown,unknown,adhB,O06012,gene_detail+BG11902
new_299_1067_c,S4,"new RNA feature, independent transcript
",,independent transcript,S4,,
BSU_07720,yflD,stress protein,unknown,unknown,yflD,O34489,gene_detail BG12939
BSU_23110,resE,"two-component sensor kinase, regulation of aerobic and anaerobic respiration",regulation of aerobic and anaerobic respiration,two-component sensor kinase,resE;ypxE,P35164,gene_detail BG10535
new_2367761_2367905_c,S856,"new RNA feature, 5'UTR of ypiA
",,5'UTR of ypiA,S856,,
BSU_37750,ywfA,similar to chloramphenicol resistance,unknown,unknown,ywfA;ipa-79d,P39637,gene_detail+BG10625
BSU_24270,dxs,"1-deoxyxylulose-5-phosphate synthase, first step in the MEP pathway of isoprenoid biosynthesis","biosynthesis of thiamine, MEP pathway of isoprenoid biosynthesis",1-deoxyxylulose-5-phosphate synthase,dxs;yqiE,P54523,gene_detail BG11715
BSU_38890,yxjN,unknown,unknown,unknown,yxjN,P55182,gene_detail+BG11897
BSU_39110,deaD,DEAD-box RNA helicase,RNA helicase,DEAD-box RNA helicase,deaD;yxiN,P42305,gene_detail BG11143
BSU_28610,zapA,positive modulator of [[protein|41872E2EF00C79918DD077F2EF78F37E24FEB110]] Z ring assembly and stability,control of Z-ring formation,"Z-ring-associated protein, member of the [SW|divisome]",zapA;yshA,P94542,gene_detail BG12325
BSU_02540,ycbK,similar to efflux system,unknown,unknown,ycbK,P42243,gene_detail+BG11166
BSU_23740,yqjU,unknown,unknown,unknown,yqjU,P54558,gene_detail+BG11750
BSU_09450,yhdF,similar to glucose 1-dehydrogenase,unknown,unknown,yhdF,O07575,gene_detail+BG13012
BSU_41060,rpmH,ribosomal protein,translation,ribosomal protein L34,rpmH,P05647,gene_detail BG10064
BSU_34770,yvcJ,"GTPase, nucleotide-binding protein, similar to RNase adaptor protein",required for the expression of late competence genes,GTPase,yvcJ,O06973,gene_detail+BG12400
BSU_23820,yqjM,NADPH-dependent flavin oxidoreductase,reduction of double bonds of nonsaturated aldehydes,NADPH-dependent flavin oxidoreductase,yqjM,P54550,gene_detail BG11742
BSU_39590,yxeD,sporulation protein,unknown,unknown,yxeD,P54943,gene_detail+BG11880
BSU_01640,btr,"transcriptional activator ([SW|AraC family]), (AraC family DNA-binding domain fused to [[protein|516B13F337FD346B4A4A268E35D1EBABB05957E1]]-like substrate-binding domain), regulation of the [[gene|516B13F337FD346B4A4A268E35D1EBABB05957E1]]-[[gene|57402D137E3D3791CAF0696421224F4E1DC1BA48]]-[[gene|F38F6D4841B3044EA0496B3A1C1D484018BDFEA4]]-[[gene|745167427618C4DA71848F9362043B66BC4E392E]] operon",regulation of iron acquisition,transcription activator ([SW|AraC family]),btr;ybbB;yzbC,P40408,gene_detail+BG10834
BSU_38420,sacY,transcriptional antiterminator for [[gene|AAA944BE7F01CE90F7730EECA16F3E4ED77D165A]] and [[gene|531F132F7F6A878F1E1D56977B9898A14272349A]]-[[gene|EB330AB3DC6C8C3EC72C4CAFA2BC59CC485EE344]] (acts at high sucrose concentrations),regulation of sucrose utilization,transcriptional antiterminator,sacY;ipa-13r;sacS,P15401,gene_detail BG10559
BSU_18080,yneT,similar to predicted CoA-binding protein with NAD(P)-binding Rossmann-fold domain,unknown,unknown,yneT,Q45065,gene_detail BG11827
new_1313663_1313744_c,S453,"new RNA feature, 5'UTR of yjnA
",,5'UTR of yjnA,S453,,
BSU_33940,gapA,"glyceraldehyde 3-phosphate dehydrogenase, NAD-dependent, glycolytic enzyme, forms a transhydrogenation cycle with [[protein|C1B89BD3DD27CD566018558D3A7845FB451056F0]] for balancing of NADPH",catabolic enzyme in glycolysis,glyceraldehyde 3-phosphate dehydrogenase,gapA,P09124,gene_detail BG10827
BSU_23320,ypzC,unknown,unknown,unknown,ypzC,O32012,gene_detail+BG13765
BSU_17670,cotU,outer spore coat protein,resistance of the spore,outer spore coat protein,cotU;ynzH,O31802,gene_detail BG13471
new_496980_497767,S149,"new RNA feature, 5'UTR of dctS
",,5'UTR of dctS,S149,,
BSU_05860,gmuE,mannose kinase,glucomannan utilization,mannose kinase,gmuE;ydhR,O05510,gene_detail+BG12195
BSU_22090,kdgT,2-keto-3-deoxygluconate permease,utilization of galacturonic acid,2-keto-3-deoxygluconate permease,kdgT,P50847,gene_detail+BG11399
BSU_16210,fliF,"flagellar basal-body M-ring protein, membrane anchor of the basal body",movement and chemotaxis,flagellar basal-body M-ring protein,fliF,P23447,gene_detail BG10240
BSU_30710,ythA,"cytochrome bd2, menaquinol oxidase (7:1 protons)",respiration,"cytochrome bd2, menaquinol oxidase (7:1 protons)",ythA,C0SP90,gene_detail+BG13857
BSU_36030,ywrK,similar to arsenical pump membrane protein,unknown,unknown,ywrK,O05224,gene_detail BG12527
BSU_18760,yoaU,similar to transcriptional regulator ([SW|LysR family]),unknown,transcriptional regulator ([SW|LysR family]),yoaU,O34701,gene_detail+BG13491
new_2037498_2037600_c,S698,"new RNA feature, 3'UTR of oxdD
",,3'UTR of oxdD,S698,,
BSU_10920,yitA,sulfate adenylyltransferase,sulfate reduction and activation,sulfate adenylyltransferase,yitA,O06736,gene_detail+BG13106
BSU_39510,snaB,S-(2-succino)cysteine N-acetyltransferase,utilization and detoxification of S-(2-succino)cysteine,S-(2-succino)cysteine N-acetyltransferase,snaB;yxeL,P54951,gene_detail+BG11888
new_2836807_2836908_c,S1050,"new RNA feature, intergenic region
",,intergenic region,S1050,,
new_4109864_4110916_c,S1539,"new RNA feature, 3'UTR of yxaB
",,3'UTR of yxaB,S1539,,
BSU_12470,yjqA,unknown,unknown,unknown,yjqA,O34593,gene_detail+BG13218
BSU_07140,yetF,unknown,unknown,unknown,yetF,O31533,gene_detail BG12862
BSU_00320,yaaT,"subunit of the regulatory iron-sulfur containing [[protein|EE52DFA35B935E551871D079A9BE877DB2001A3B]]-[[protein|6C9A092F38739A3759793EF8B496569CD02C2E3F]]-[[protein|EBD15C174A03B7FCDFFE4C5DB5D86E93F1B9CAC4]] complex, required for [[protein|872CCB5A49C9000BD95E4B0472556D5F60F7D7A4|RNase Y]] dependent maturation of polycistronic mRNAs, control of the [SW|phosphorelay], required for the achieving a sufficient level of [[protein|2C54FE2ADC82FF414D732018C90649D477A925AD]]-P for [SW|sporulation] initiation","control of [[protein|872CCB5A49C9000BD95E4B0472556D5F60F7D7A4|RNase Y]] activity, see [SW|Targets of the Y complex]",subunit of the regulatory iron-sulfur containing [[protein|EE52DFA35B935E551871D079A9BE877DB2001A3B]]-[[protein|6C9A092F38739A3759793EF8B496569CD02C2E3F]]-[[protein|EBD15C174A03B7FCDFFE4C5DB5D86E93F1B9CAC4]] complex,yaaT;ricT,P37541,gene_detail BG10096
BSU_01870,ybcH,unknown,unknown,unknown,ybcH,O34795,gene_detail+BG12709
BSU_00040,recF,promoter of [[protein|A44D4677FB70BE8F554BF1001A500F817C7DA95F]] DNA repair center assembly,[[category|SW 3.1.5]],promoter of [[protein|A44D4677FB70BE8F554BF1001A500F817C7DA95F]] DNA repair center assembly,recF,P05651,gene_detail+BG10068
BSU_30950,glgA,glycogen synthase (ADPGlc),glycogen biosynthesis,glycogen synthase (ADPGlc),glgA,P39125,gene_detail+BG10910
BSU_15160,pbpB,"class B penicillin-binding protein  2B, Pbp2B, required for the assembly of the [SW|cell division ]complex and septal [SW|cell wall synthesis]","septation, [SW|cell division]","penicillin-binding protein 2B, member of the [SW|divisome]",pbpB,Q07868,gene_detail BG10221
BSU_15980,ffh,signal recognition particle (SRP) component,presecretory protein translocation,signal recognition particle (SRP) component,ffh,P37105,gene_detail BG10830
BSU_36090,ywrE,unknown,unknown,unknown,ywrE,O05219,gene_detail+BG12524
BSU_28290,ilvC,"ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate, 2-acetolactate)",biosynthesis of branched-chain amino acids,"ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate, 2-acetolactate)",ilvC,P37253,gene_detail BG10672
BSU_09130,tcyP,cystine and diaminopimelate transporter,cystine and diaminopimelate uptake,cystine and diaminopimelate transporter,tcyP;yhcL,P54596,gene_detail BG11590
BSU_01070,rpoB,[SW|RNA polymerase] beta subunit,[SW|transcription],[SW|RNA polymerase] beta subunit,rpoB,P37870,gene_detail BG10728
BSU_02590,ycbP,general stress protein,unknown,unknown,ycbP,P42248,gene_detail+BG11171
new_2152853_2153170_c,S759,"new RNA feature, intergenic region
",,intergenic region,S759,,
BSU_11080,yitQ,"anti-toxin, confers resistance to [[protein|330CB6A25181F7AFD3C63F73CA21A3428882D100]]",resistance to [[protein|330CB6A25181F7AFD3C63F73CA21A3428882D100]],anti-toxin,yitQ,O06752,gene_detail+BG13122
new_1717808_1717932,S586,"new RNA feature, 5'UTR of rpsB
",,5'UTR of rpsB,S586,,
new_339807_339955_c,S111,"new RNA feature, independent transcript
",,independent transcript,S111,,
BSU_16680,rpsO,ribosomal protein,translation,ribosomal protein S15 (BS18),rpsO,P21473,gene_detail BG19010
BSU_03810,fpbO,petrobactin (3.4-catecholate siderophore) [SW|ABC transporter] (permease),acquisition of iron,petrobactin [SW|ABC transporter] (permease),fpbO;yclO,P94419,gene_detail+BG12035
BSU_09380,nsrR,nitric oxide-responsive regulator,repression of [[protein|1E829D639BADDC6BDC9B5FB4C97A632A53FDDB24]]-[[protein|EA6790EF30D3DDB9670FE52DFD2C5083AB6A48E1]]-dependent genes in the absence of nitric oxide (NO),transcriptional repressor,nsrR;yhdE,O07573,gene_detail+BG13011
BSU_36520,nrgB,nitrogen-regulated PII protein,regulation of ammonium uptake,nitrogen-regulated PII protein,nrgB;glnK,Q07428,gene_detail BG10870
new_4154972_4155052_c,S1554,"new RNA feature, intergenic region
",,intergenic region,S1554,,
BSU_11960,yjcR,unknown,unknown,unknown,yjcR,O31640,gene_detail+BG13171
BSU_03310,nasC,nitrate reductase (catalytic subunit),utilization of nitrate,nitrate reductase (catalytic subunit),nasC;narB;nasBB,P42434,gene_detail+BG11095
new_2488815_2488968,S907,"new RNA feature, independent transcript
",,independent transcript,S907,,
BSU_29080,mutM,formamidopyrimidine-DNA glycosidase,DNA repair,formamidopyrimidine-DNA glycosidase,mutM;ytaE,O34403,gene_detail+BG12628
BSU_33300,fhuG,hydroxamate siderophore [SW|ABC transporter ](ferrichrome und ferrioxamine) (permease),siderophore uptake,hydroxamate siderophore [SW|ABC transporter ](ferrichrome und ferrioxamine) (permease),fhuG,P49937,gene_detail+BG11391
BSU_04570,murF,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",peptidoglycan precursor biosynthesis,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6- diaminopimeloyl-D-alanyl-D-alanine synthetase",murF;ydbQ,P96613,gene_detail BG12084
BSU_34400,padC,phenolic acid decarboxylase,resistance to salicylic acid,phenolic acid decarboxylase,padC;pad;yveH,O07006,gene_detail BG12433
BSU_09290,glpK,glycerol kinase,glycerol utilization,glycerol kinase,glpK,P18157,gene_detail+BG10187
BSU_25480,grpE,heat-shock protein (activation of [[protein|30E0AAABB803E577D0D9FBAEF9031319CABD3D89]]),control of [[protein|30E0AAABB803E577D0D9FBAEF9031319CABD3D89]] activity,heat-shock protein,grpE,P15874,gene_detail BG10663
new_2404091_2404172_c,S870,"new RNA feature, 5'UTR of ypbH
",,5'UTR of ypbH,S870,,
BSU_14170,ykuP,"flavodoxin, binds FMN, replaces ferredoxin under conditions of iron limitation",electron transfer,flavodoxin,ykuP,O34589,gene_detail+BG13300
BSU_13940,ykwB,unknown,unknown,unknown,ykwB,Q796K9,gene_detail+BG12252
new_159779_160673,S63,"new RNA feature, intergenic region
",,intergenic region,S63,,
BSU_36490,ywoC,unknown,unknown,unknown,ywoC,P94573,gene_detail+BG12490
