Entry,locud_tag,product,synonym,gene
Q180W4,CD630_34660,Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS),,acpS
Q181P3,CD630_36410,Uncharacterized protein,,
Q180Z8,CD630_35000,Peptidylprolyl isomerase (EC 5.2.1.8),,prsA1
Q18DB2,CD630_03720,"Putative cell wall hydrolase Tn916-like,CTn1-Orf17",,
Q186Y0,CD630_17700,Methylated-DNA--[protein]-cysteine S-methyltransferase (EC 2.1.1.63),,ogt2
Q186L0,CD630_16540,Lipoate--protein ligase (EC 6.3.1.20),,lplA
Q18D70,CD630_03310,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8),,ppiB
Q187E4,CD630_18330,3-dehydroquinate synthase (DHQS) (EC 4.2.3.4),,aroB
Q186Q0,CD630_16950,Putative symporter protein,,
Q18AD4,CD630_09401,Putative phage protein,,
Q18BW5,CD630_14460,Aminodeoxychorismate synthase (EC 2.6.1.85),,pabB
Q180K0,CD630_33550,Putative nitroreductase,,
Q188B6,CD630_20480,"Transcriptional regulator, RpiR family",,
Q18D55,CD630_03100,Uncharacterized protein,,
Q181N1,CD630_36330,Putative membrane protein,,
Q181R7,CD630_36660,DUF3343 domain-containing protein,,
Q18AX4,CD630_11160,"Putative conjugative transposon protein Tn1549-like, CTn4-Orf3",,
F3Y654,CD630_32471,Uncharacterized protein,,
Q18AY6,CD630_11240,Uncharacterized protein,,
Q187R2,CD630_19530,F420_ligase domain-containing protein,,
Q187T0,CD630_19710,Deacetylase sirtuin-type domain-containing protein,,
Q18CQ3,CD630_01632,Uncharacterized protein,,
F3Y626,CD630_03901,Uncharacterized protein,,
Q188P6,CD630_04540,"Transcriptional regulator, AraC family",,
Q180L4,CD630_33690,Uncharacterized protein,,
Q18D29,CD630_02860,"PTS system, mannose/fructose/sorbose IIA component",,
Q180W3,CD630_34640,Putative lipoprotein,,
Q186C9,CD630_15740,N-acetyltransferase domain-containing protein,,
Q188C4,CD630_20580,Uncharacterized protein,,
Q180M7,CD630_33780,"Putative conjugative transposon protein Tn916-like, CTn7-Orf13",,
Q18AC7,CD630_09341,Putative phage protein,,
Q18AI3,CD630_09810,Putative membrane protein,,
Q186N8,CD630_16800,Putative FMN-binding protein,,
Q180L3,CD630_33670,Uncharacterized protein,,
Q189H3,CD630_06320,Uncharacterized protein,,
Q18AD6,CD630_09390,Putative phage protein,,
Q189K0,CD630_06570,Na(+)/H(+) antiporter,,cdu2
Q185H3,CD630_23000,Uncharacterized protein,,
Q181M6,CD630_36240,"ABC-type transport system, permease",,
Q185S6,CD630_21361,Uncharacterized protein,,
Q18AR2,CD630_10631,Uncharacterized protein,,
Q181B9,CD630_35190,Uncharacterized protein,,
Q180H5,CD630_33310,"Putative conjugative transposon protein Tn916-like, CTn6-Orf7",,
F3Y624,CD630_03181,Uncharacterized protein,,
Q18C28,CD630_15071,Uncharacterized protein,,
Q182F5,CD630_24680,Uncharacterized protein,,
F3Y5U7,CD630_21152,Uncharacterized protein,,
Q185F6,CD630_22840,Uncharacterized protein,,
Q181Y1,CD630_23970,Putative exonuclease,,
Q17ZT5,CD630_p080,Uncharacterized protein,,
Q18AF3,CD630_09561,Putative phage protein,,
Q18DA5,CD630_03650,"ABC-type transport system, multidrug-family permease Tn916-like, CTn1-Orf10",,
Q18D06,CD630_02670,Putative flagellar protein,,
Q185Z7,CD630_22070,Putative flavodoxin,,
Q17ZU5,CD630_32000,"ABC-type transport system, multidrug-family permease",,
Q187K7,CD630_18970,Uncharacterized protein,,
Q180G5,CD630_33220,Uncharacterized protein,,
Q18AA4,CD630_09090,Putative phage protein,,
Q18D96,CD630_03541,Putative membrane protein,,
F3Y5U0,CD630_17281,Uncharacterized protein,,
Q18C31,CD630_15090,Putative lipoprotein,,
Q184P7,CD630_30590,Putative membrane protein,,
Q185T2,CD630_21420,Putative transporter,,
Q189R7,CD630_07210,MTHFR_C domain-containing protein,,
Q184J8,CD630_30070,Uncharacterized protein with SH3 domain,,
Q188A5,CD630_20360,Putative peptidylarginine deiminase,,
Q185R6,CD630_21260,Putative membrane protein,,
Q18B81,CD630_12210,Putative membrane protein,,
Q17ZT4,CD630_p090,Arc-type ribbon-helix-helix,,
Q189C9,CD630_05870,Uncharacterized protein,,
Q183R0,CD630_28250,Putative flavodoxin,,
Q18C29,CD630_15110,Spore coat protein,,cotB
Q18BM3,CD630_13590,Putative phage protein,,
Q18B78,CD630_12160,Uncharacterized protein,,
Q184R6,CD630_30780,Putative membrane protein,,
Q188B4,CD630_20460,Uncharacterized protein,,
Q18AK6,CD630_10070,Zn_ribbon_2 domain-containing protein,,
Q186T3,CD630_17270,Uncharacterized protein,,
Q185P6,CD630_23750,Uncharacterized protein,,
Q18A59,CD630_08670,Uncharacterized protein,,
Q18CC9,CD630_00440,Uncharacterized protein,,
Q184Z8,CD630_31600,"ABC-type transport system, multidrug-family permease",,
Q181X4,CD630_23880,Putative peptidoglycan-binding/hydrolysing protein,,
Q18BA1,CD630_12400,Teicoplanin resistance protein,,vanZ
Q181G2,CD630_35610,Uncharacterized protein,,
Q180M3,CD630_33741,"Putative conjugative transposon protein Tn916-like, CTn7-Orf9",,
Q185V0,CD630_21610,Putative membrane protein,,
Q183I5,CD630_27491,Autoinducer prepeptide,,agrD
F3Y5W4,CD630_33722,"Putative conjugative transposon protein Tn916-like, CTn7-Orf6",,
Q183W3,CD630_28790,Uncharacterized protein,,
F3Y5Y3,CD630_06941,Uncharacterized protein,,
Q186E1,CD630_15860,Uncharacterized protein,,
Q187Z1,CD630_20210,Uncharacterized protein,,
Q18AD5,CD630_09400,Putative phage protein,,
Q186T0,CD630_17220,Putative transcriptional regulator,,
Q186S3,CD630_17140,Cyclic pyranopterin monophosphate synthase (EC 4.6.1.17) (Molybdenum cofactor biosynthesis protein C),,moaC
Q185Y3,CD630_21940,Putative ROK protein,,
Q184H8,CD630_29870,Two-component sensor histidine kinase,,
Q185Q7,CD630_21200,Putative 2-nitropropane dioxygenase,,
Q18DA2,CD630_03630,"ABC-type transport system, permease Tn916-like,CTn1-Orf8",,
Q182J0,CD630_25040,Putative D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4),,
Q18CX9,CD630_02370,Flagellar hook-associated protein 2 (HAP2) (Flagellar cap protein),,fliD
Q187A9,CD630_18000,Tellurium resistance protein terD4,,terD4
Q182T6,CD630_25960,Pseudouridine synthase (EC 5.4.99.-),,
Q182D3,CD630_24480,Putative MiaB-like tRNA modifying enzyme,,
Q18CZ8,CD630_02630,Flagellar biosynthesis protein FlhA,,flhA
Q18CU4,CD630_02070,"PTS system, fructose-like IIC component",,
Q181S3,CD630_36710,"Stage 0 sporulation protein J, site-specific DNA-binding protein",,spo0J
Q185E2,CD630_22710,Putative PTS system EIIA component,,
Q180R7,CD630_34190,Delta-aminolevulinic acid dehydratase (EC 4.2.1.24),,hemB
Q18A82,CD630_08880,Arginine decarboxylase (EC 4.1.1.19),,speA
Q18CM3,CD630_01340,Putative PTS system EIIA component,,
Q181T4,CD630_31691,Protein-export membrane protein SecG,,secG
Q18CV4,CD630_02110,CTP:phosphocholine cytidylyltransferase,,licC
Q186Z0,CD630_17770,Putative arsenate reductase,,
Q18D66,CD630_03280,DNA helicase (EC 3.6.4.12),,pcrA
Q18AQ0,CD630_10480,Phosphoesterase (EC 3.1.4.-),,
Q186G5,CD630_16080,"ABC-type transport system, multidrug-family permease",,
Q18AN2,CD630_10340,Putative mannosyl-glycoprotein endo-beta-N-acetylglucosamidase,,
Q18A58,CD630_08680,"Dna binding domain, excisionase family",,
Q181X7,CD630_23930,Peptidoglycan TGase (EC 2.4.1.129),,
Q183G5,CD630_27290,Putative regulator of the sigma(E) factor,,
Q180M4,CD630_33770,"Magnesium-transporting ATPase, P-type 1 (EC 7.2.2.14) (Mg(2+) transport ATPase, P-type 1)",,mgtA1
Q180R8,CD630_34200,Uroporphyrinogen III methylase (EC 2.1.1.107) (Uroporphyrinogen-III C-methyltransferase),,cobA + hemD
Q186A2,CD630_22150,"Transcriptional regulator, HTH-type",,
Q184C6,CD630_29310,Putative phage endodeoxyribonuclease RusA-like,,
Q184Y1,CD630_31430,Putative ThiJ/pfpI family protein,,
Q183F6,CD630_27210,Histidine kinase (EC 2.7.13.3),,
Q188E3,CD630_20750,Putative xanthine permease,,pbuX
Q182A7,CD630_24230,"Transporter, Major Facilitator Superfamily (MFS)",,
Q18BB3,CD630_12490,Putative radical SAM-superfamily protein,,
Q18CB9,CD630_00330,Putative glycoside hydrolase (EC 3.2.1.-),,
Q18B75,CD630_12130,"Stage IV sporulation protein B, peptidase S55 family (EC 3.4.21.116)",,spoIVB
Q18C75,CD630_15550,Putative amino acid permease,,
Q183G4,CD630_27300,Uncharacterized protein,,
Q184S2,CD630_30850,Alpha-mannosidase (EC 3.2.1.24),,mngB
Q180A6,CD630_32620,Phosphate transport system permease protein PstA,,pstA
Q189V2,CD630_07560,Putative nitroreductase,,
Q180U8,CD630_34500,Putative oxidoreductase with NAD(P)-binding Rossmann-fold domain,,
Q186B4,CD630_22260,Streptogramin A acetyltransferase (Virginiamycin acetyltransferase D) (Vat(D)) (EC 2.3.1.-),,sat
Q180W6,CD630_34670,ATP hydrolase epsilon chain (EC 3.6.3.14),,atpC1
Q186P0,CD630_16840,Putative radical SAM superfamily protein,,
Q183K7,CD630_27740,"Putative glycosyl transferase, family 2 (EC 2.4.1.-)",,
Q187W2,CD630_20000,Intracellular serine protease (EC 3.4.21.-),,isp
Q18A14,CD630_08190,"Transcription antiterminator, PTS operon regulator",,
Q184S8,CD630_30900,"Transcriptional regulator, GntR family",,treR
Q18B50,CD630_11880,Putative gamma-glutamyl-gamma-aminobutyrate hydrolase,,
Q18A95,CD630_09010,"ABC-type transport system, glycine betaine/carnitine/choline permease",,opuCC
Q180B2,CD630_32680,Phosphate-binding protein,,pstS
Q18C99,CD630_00160,DNA polymerase III subunit gamma/tau (EC 2.7.7.7),,dnaX
Q18BD3,CD630_12720,Putative magnesium chelatase (EC 6.6.1.1),,
Q184U4,CD630_31070,"Transcription antiterminator, PTS operon regulator",,
Q18D05,CD630_02680,Flagellar basal body protein,,flgG1
Q181G4,CD630_35630,Putative spore cortex-lytic hydrolase,,
Q18BR6,CD630_14010,Putative isochorismatase (EC 3.-.-.-),,
Q188D5,CD630_20650,"Transcriptional regulator, beta-lactams repressor",,
Q184I5,CD630_29950,Ribonucleoside-diphosphate reductase (EC 1.17.4.1),,nrdE
Q188L0,CD630_04250,"Putative endonuclease relaxase Tn1549-like,CTn2-Orf20",,
Q18CD8,CD630_00570,RNA polymerase factor sigma-70 (EC 2.7.7.6),,sigH
Q185H1,CD630_22991,Putative phage protein,,
Q187X6,CD630_20080,Putative hydrolase,,
Q187C2,CD630_18100,"Transcriptional regulator, beta-lactams repressor",,
Q17ZT8,CD630_31930,Putative phage-related protein,,
Q18CX2,CD630_02350,Flagellar secretion chaperone FliS,,fliS1
Q185R1,CD630_21210,Flavin_Reduct domain-containing protein,,
Q18C63,CD630_15430,FMN dependent NADH:quinone oxidoreductase (EC 1.6.5.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase) (FMN-dependent NADH-azoreductase) (EC 1.7.1.17),,azoR
Q18CY9,CD630_02500,Flagellar assembly protein FliH,,fliH
Q18A26,CD630_08300,Putative membrane protein,,
Q18A62,CD630_08710,"ABC-type transport system, molybdenum-specific ATP-binding protein (EC 3.6.3.-)",,modC
Q17ZX6,CD630_32310,Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8),,hpt1
Q184L0,CD630_30230,Pectate_lyase_3 domain-containing protein,,
Q182M5,CD630_25380,Putative lipoprotein,,
Q185L5,CD630_23400,Uncharacterized protein,,
Q184G4,CD630_29720,Uncharacterized protein,,
Q185D8,CD630_22640,Uncharacterized protein,,
Q187V5,CD630_19921,Uncharacterized protein,,
Q181R3,CD630_36610,Uncharacterized protein,,
Q181A7,CD630_35080,Putative type IV pilin,,
Q18C01,CD630_14800,Uncharacterized protein,,
Q185X3,CD630_21850,Uncharacterized protein,,
Q188C6,CD630_20560,Putative membrane protein,,
Q186C6,CD630_15710,Transposase-like protein A,,tlpA
Q183Y2,CD630_28900,Putative phage protein,,
Q18BP6,CD630_13782,Uncharacterized protein,,
Q184C3,CD630_29340,Putative phage protein,,
Q188Z6,CD630_05500,Putative membrane protein,,
F3Y606,CD630_34532,Uncharacterized protein,,
Q185G3,CD630_22920,Putative membrane protein,,
Q183N2,CD630_27960,Cell surface protein cwp10,,cwp10
Q189D6,CD630_05960,Uncharacterized protein,,
X1W3M8,CD630_14990,Probable lipid II flippase MurJ,,murJ
Q18A99,CD630_09050,Putative phage protein,,
Q184H1,CD630_29800,Putative CRISPR-associated autoregulator DevR family protein protein,,
Q18BC7,CD630_12640,Uncharacterized protein,,
F3Y643,CD630_20171,Uncharacterized protein,,
Q180D9,CD630_32930,Putative pilus assembly protein,,
Q183E1,CD630_27060,HIRAN domain-containing protein,,
Q181D4,CD630_35360,Putative phosphonate metabolism protein,,phnI
Q180S3,CD630_34260,Cobalt-precorrin-4 C(11)-methyltransferase (Cobalt-precorrin-3 methylase) (EC 2.1.1.-),,cbiF
Q183L0,CD630_27710,UDP-glucose 6-dehydrogenase (EC 1.1.1.22),,rkpK
Q189N2,CD630_06890,Putative nucleotide phosphodiesterase,,
Q18AT7,CD630_10850,Putative membrane protein,,
Q183J8,CD630_27620,Putative undecaprenyl pyrophosphate synthetase (EC 2.5.1.31),,uppS1
Q18C90,CD630_00060,DNA gyrase subunit A (EC 5.6.2.2),,gyrA
Q187S7,CD630_19660,Putative acyl-CoA thioesterase,,
Q18CQ9,CD630_01700,"ABC-type transport system, ATP-binding protein",,
Q186L1,CD630_16570,Multifunctional fusion protein [Includes: Probable glycine dehydrogenase (decarboxylating) subunit 1 (EC 1.4.4.2) (Glycine cleavage system P-protein subunit 1) (Glycine decarboxylase subunit 1) (Glycine dehydrogenase (aminomethyl-transferring) subunit 1); Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)],gcvPA gcvT,gcvTPA
Q188W6,CD630_05170,Putative membrane protein,,
Q183W7,CD630_28820,"Cellobiose-6-phosphate hydrolase, family 4 (EC 3.2.1.86)",,celF
Q189A7,CD630_05640,Endopeptidase La (EC 3.4.21.53),,
Q186G3,CD630_16100,Uncharacterized protein,,
Q183E5,CD630_27120,Uncharacterized protein,,
Q18AV6,CD630_11030,"Putative conjugative transposon protein Tn1549-like, CTn4-Orf21",,
Q17ZT3,CD630_p100,Uncharacterized protein,,
Q183I7,CD630_27520,Uncharacterized protein,,
Q18BV3,CD630_14350,Uncharacterized protein,,
Q18AE3,CD630_09530,Putative phage protein,,
Q189R9,CD630_07190,"Methenyltetrahydrofolate cyclohydrolase (5,10-methenyltetrahydrofolate 5-hydrolase) (EC 3.5.4.9)",,fchA
Q184H4,CD630_29820,Putative CRISPR-associated Cas6 family protein,,
Q18A37,CD630_08380,Putative DNA-binding protein,,
Q180D3,CD630_32880,Uncharacterized protein,,
Q17ZS7,CD630_p040,Phage capsid family,,
Q183J6,CD630_27590,"Transcriptional regulator, Rrf2 family",,
F3Y603,CD630_29341,Putative phage protein,,
F3Y5T4,CD630_10521,Uncharacterized protein,,
Q186T8,CD630_17310,Putative acetyltransferase,,
Q181Q4,CD630_36530,DNA replication protein DnaD/DnaB,,dnaD
Q184N5,CD630_30500,Putative membrane protein,,
Q18CK7,CD630_01170,"Putative ferredoxin/flavodoxin oxidoreductase,beta subunit (EC 1.2.7.-)",,
Q187B8,CD630_18070,Putative NADPH-dependent FMN reductase,,
Q180A3,CD630_32590,Putative membrane protein,,
Q18CR2,CD630_01730,Putative lipoprotein,,
Q18BP2,CD630_13750,Putative phage protein,,
F3Y646,CD630_20451,Uncharacterized protein,,
Q18AB5,CD630_09230,Putative phage protein,,
Q18C05,CD630_14860,Putative lipoprotein,,
Q181M3,CD630_36200,Uncharacterized protein,,
Q189T0,CD630_07340,Uncharacterized protein,,
Q181H3,CD630_35730,Uncharacterized protein,,
Q18BN8,CD630_13690,Putative phage protein,,
Q181N7,CD630_36350,Chalcone_N domain-containing protein,,
Q18BA0,CD630_12401,Putative phage protein,,
Q187H9,CD630_18670,"Putative conjugative transposon protein Tn1549-like, CTn5-Orf26",,
Q18BM4,CD630_13580,Putative membrane protein,,
Q18AY4,CD630_11250,Nitroreductase-family protein,,
Q184I4,CD630_29920,Uncharacterized protein,,
Q18BP9,CD630_13770,Putative membrane protein,,
Q186G8,CD630_16130,Spore coat assembly protein,,cotA
Q188G7,CD630_20980,Uncharacterized protein,,
Q189Y7,CD630_07890,Uncharacterized protein,,
Q18B53,CD630_11930,Stage III sporulation protein AB,,spoIIIAB
F3Y5V4,CD630_22121,Uncharacterized protein,,
F3Y5V0,CD630_21261,Uncharacterized protein,,
Q182S3,CD630_25830,Uncharacterized protein,,
Q184K0,CD630_30090,"Putative pyridine nucleotide-disulphide oxidoreductase, class I",,
Q183T4,CD630_28450,Rubrerythrin,,rbr1
Q187P7,CD630_19360,Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15),,accA
Q186I5,CD630_16290,TVP38/TMEM64 family membrane protein,,
Q189U7,CD630_07500,"ABC-type transport system, aminoacid-family extracellular solute-binding protein",,
Q180H0,CD630_33250,Uncharacterized protein,,
Q184D9,CD630_29530,"ABC-type transport system, iron-family extracellular solute-binding protein",,
F3Y5V8,CD630_28181,RibD_C domain-containing protein,,
Q18AB9,CD630_09190,Putative phage protein,,
Q182E2,CD630_24550,Putative CRISPR-associated protein,,
Q183P9,CD630_28090,Uncharacterized protein,,
F3Y629,CD630_09772,Putative phage protein,,
Q18BM8,CD630_13650,Putative phage XkdN-like protein,,
F3Y5U1,CD630_17292,Uncharacterized protein,,
Q181N9,CD630_36361,Uncharacterized protein,,
Q183L2,CD630_27770,Putative membrane protein,,
Q18B80,CD630_12180,Putative glycosyl transferase,,
Q184A1,CD630_29110,Putative phage protein,,
Q18CZ6,CD630_02530,Flagellar hook-length control protein FliK,,fliK
F3Y5T2,CD630_05211,Uncharacterized protein,,
F3Y621,CD630_02671,Putative flagellar protein,,
Q182V7,CD630_26240,Uncharacterized protein,,
Q189T5,CD630_07390,Putative exported protein,,
Q18BD0,CD630_12670,"ABC-type transport system, multidrug-family permease",,
Q182E0,CD630_24540,Uncharacterized protein,,
Q183U5,CD630_28610,Putative membrane protein,,
Q18D64,CD630_03230,CobT_C domain-containing protein,,
Q18BG6,CD630_13011,Uncharacterized protein,,
Q185L0,CD630_23370,Putative membrane protein,,
Q188C2,CD630_20520,Putative lipoprotein,,
Q18AB2,CD630_09260,Putative phage protein,,
Q185Q3,CD630_21120,Uncharacterized protein,,
Q18D30,CD630_02940,"ABC-type transport system,bacitracin/multidrug-family permease",,
Q182E5,CD630_24570,HTH_30 domain-containing protein,,
Q188K4,CD630_04160,"Putative conjugative transposon protein Tn1549-like, CTn2-Orf10",,
Q184F5,CD630_29620,Uncharacterized protein,,
Q185D3,CD630_22580,Uncharacterized protein,,
Q185H8,CD630_23050,Putative pilin protein,,
Q184B5,CD630_29260,Putative phage protein,,
Q188Z5,CD630_05510,Spore cortex-lytic enzyme pre-pro-form,,sleC
Q182J4,CD630_25080,"Transcriptional regulator, AraC family",,
Q183U6,CD630_28600,Putative membrane protein,,
Q18CQ5,CD630_01630,Uncharacterized protein,,
Q181Z3,CD630_24080,Putative multidrug efflux pump,,
Q18AC1,CD630_09301,Putative phage protein,,
Q188Y0,CD630_05320,Putative transcriptional regulator,,
Q18BY4,CD630_14630,Uncharacterized protein,,
Q183D5,CD630_27010,Putative lipoprotein,,
Q180L0,CD630_33660,Putative exported protein,,
F3Y5Z3,CD630_22221,Putative extrachromosomal origin protein,,
F3Y652,CD630_31563,Uncharacterized protein,,
Q184B9,CD630_29380,Putative phage protein,,
Q189I6,CD630_06380,Uncharacterized protein,,
Q187N1,CD630_19210,Putative ethanolamine utilization protein,,
Q18D36,CD630_02960,Uncharacterized protein,,
Q187U8,CD630_19890,Putative membrane protein,,
Q180X4,CD630_34760,ATP synthase transporter protein AtpZ,,atpZ
Q186F3,CD630_15970,Uncharacterized protein,,
F3Y609,CD630_24351,Uncharacterized protein,,
Q18A06,CD630_08070,Uncharacterized protein,,
Q18AH1,CD630_09690,Putative phage protein,,
Q18BT2,CD630_14150,Putative membrane protein,,
Q186G4,CD630_16090,Uncharacterized protein,,
Q184N0,CD630_30430,TGc domain-containing protein,,
Q18CA5,CD630_00200,Uncharacterized protein,,
Q188N2,CD630_04401,Putative phage protein,,
Q187B9,CD630_18130,DUF1653 domain-containing protein,,
F3Y5X7,CD630_06052,Uncharacterized protein,,
Q181Y3,CD630_23990,Putative spore coat protein,,
Q187Z2,CD630_20250,Putative membrane protein,,
Q180J0,CD630_33470,Putative membrane protein,,
Q185G5,CD630_22930,Uncharacterized protein,,
Q18BW8,CD630_14480,Uncharacterized protein,,
Q180X3,CD630_34750,ATP synthase protein I (ATP synthase F0 sector subunit I) (EC 3.6.3.14),,atpI2
Q189A9,CD630_05620,Putative RusA-like endodeoxyribonuclease,,
Q185M4,CD630_23490,Glycine reductase complex component C subunit beta (Protein PC beta) (EC 1.21.4.2),,grdC
Q187P2,CD630_19330,Putative membrane protein,,
Q189I0,CD630_06340,Uncharacterized protein,,
Q187L7,CD630_19060,Uncharacterized protein,,
F3Y641,CD630_20131,Uncharacterized protein,,
Q181S4,CD630_36690,Putative exported protein,,
Q186Y2,CD630_17710,Putative monooxygenase,,
Q184M5,CD630_30380,Uncharacterized protein,,
Q187K8,CD630_18960,Uncharacterized protein,,
F3Y5Y6,CD630_12333,Putative phage regulator,,
Q182N4,CD630_25470,DUF4091 domain-containing protein,,
Q188C3,CD630_20550,Uncharacterized protein,,
Q187K9,CD630_19000,Uncharacterized protein,,
Q18A45,CD630_08480,Uncharacterized protein,,
Q186B8,CD630_22290,Putative membrane protein,,
F3Y5W1,CD630_33581,Uncharacterized protein,,
Q186A7,CD630_22160,Uncharacterized protein,,
Q189Y4,CD630_07920,Probable membrane transporter protein,,
Q184V7,CD630_31201,Uncharacterized protein,,
