gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_182	NC_047838.1	GT11	GT11 GDP-L-Fuc: galactoside alpha-1,2-L-fucosyltransferase (EC 2.4.1.69); GDP-L-Fuc: beta-LacNac alpha-1,3-L-fucosyltransferase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	1	MB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_183	NC_047838.1	GT6	GT6 alpha-1,3-galactosyltransferase (EC 2.4.1.87); alpha-1,3 N-acetylgalactosaminyltransferase (EC 2.4.1.40); alpha-galactosyltransferase (EC 2.4.1.37); globoside alpha-N-acetylgalactosaminyltransferase (EC 2.4.1.88).	carbon utilization	CAZY		GlycosylTransferases	1	MB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_187	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_192	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_196	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_197	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_199	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_200	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_204	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_208	NC_047838.1	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_208	NC_047838.1	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_208	NC_047838.1	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_208	NC_047838.1	K00012	ugd;UDP-glucose 6-dehydrogenase YwqF	MISC	Phosphorylation on a Tyr residue		Phosphoproteins	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_209	NC_047838.1	GT25	GT25 lipopolysaccharide beta-1,4-galactosyltransferase (EC 2.4.1.-); beta-1,3-glucosyltransferase (EC 2.4.1.-); beta-1,2-glucosyltransferase (EC 2.4.1.-); beta-1,2-galactosyltransferase (EC 2.4.1.-); LPS beta-1,4-galactosyltransferase (EC 2.4.1.-); occidiofungin beta-xylosyltransferase (EC 2.4.2.-); UDP-Gal:procollagen beta-galactosyltransferase (EC 2.4.1.50)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_223	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_225	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_226	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_236	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_237	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_239	NC_047838.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047838.1_255	NC_047838.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047839.1_63	NC_047839.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047839.1_70	NC_047839.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047859.1_76	NC_047859.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047871.1_85	NC_047871.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047872.1_55	NC_047872.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047880.1_20	NC_047880.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047880.1_50	NC_047880.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047881.1_123	NC_047881.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047882.1_2	NC_047882.1							1	MKEF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047882.1_6	NC_047882.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047882.1_10	NC_047882.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047884.1_108	NC_047884.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047884.1_144	NC_047884.1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047885.1_105	NC_047885.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047887.1_84	NC_047887.1	K03469	ypeP;hypothetical protein	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047887.1_91	NC_047887.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047892.1_84	NC_047892.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047897.1_74	NC_047897.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047900.1_87	NC_047900.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047900.1_131	NC_047900.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047900.1_183	NC_047900.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047901.1_86	NC_047901.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047901.1_128	NC_047901.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047901.1_177	NC_047901.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047902.1_73	NC_047902.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047905.1_36	NC_047905.1	K03086	sigA;RNA polymerase sigma factor RpoD	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047909.1_19	NC_047909.1	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177]	Organic Nitrogen	Amino Acid		Cysteine biosynthesis, methionine => cysteine	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047909.1_19	NC_047909.1	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047911.1_42	NC_047911.1	K01449	cwlJ;cell wall hydrolase CwlJ	MISC	Sporulation proteins	Spore coat proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047911.1_42	NC_047911.1	K01449	sleB;spore cortex-lytic enzyme	MISC	Germination	Additional germination proteins	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047914.1_25	NC_047914.1	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047915.1_11	NC_047915.1	K03698	yhaM;3'-5' exoribonuclease YhaM	MISC	RNases	Exoribonucleases	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047915.1_14	NC_047915.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047915.1_15	NC_047915.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047921.1_86	NC_047921.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047924.1_18	NC_047924.1							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047924.1_55	NC_047924.1							1	MKET
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047925.1_72	NC_047925.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047926.1_22	NC_047926.1							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047932.1_10	NC_047932.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047932.1_57	NC_047932.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047945.1_182	NC_047945.1	K07175	ylaK;hypothetical protein	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047948.1_56	NC_047948.1	K07175	ylaK;hypothetical protein	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047949.1_58	NC_047949.1	K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047949.1_60	NC_047949.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047949.1_62	NC_047949.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047949.1_65	NC_047949.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047949.1_83	NC_047949.1	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047950.1_55	NC_047950.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047950.1_57	NC_047950.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047950.1_60	NC_047950.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047950.1_82	NC_047950.1	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047962.1_46	NC_047962.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047974.1_55	NC_047974.1	K02338	dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]	MISC	Information systems		DNA polymerase III complex, bacteria	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047974.1_55	NC_047974.1	K02338	dnaN;DNA polymerase III subunit beta	MISC	DNA replication		Genetics	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047976.1_81	NC_047976.1	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047976.1_81	NC_047976.1	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047976.1_81	NC_047976.1	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047976.1_81	NC_047976.1	K00012	ugd;UDP-glucose 6-dehydrogenase YwqF	MISC	Phosphorylation on a Tyr residue		Phosphoproteins	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047979.1_74	NC_047979.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047988.1_80	NC_047988.1	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047988.1_80	NC_047988.1	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047988.1_80	NC_047988.1	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047988.1_80	NC_047988.1	K00012	ugd;UDP-glucose 6-dehydrogenase YwqF	MISC	Phosphorylation on a Tyr residue		Phosphoproteins	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047989.1_77	NC_047989.1	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047989.1_82	NC_047989.1	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047989.1_82	NC_047989.1	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047989.1_82	NC_047989.1	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047989.1_82	NC_047989.1	K00012	ugd;UDP-glucose 6-dehydrogenase YwqF	MISC	Phosphorylation on a Tyr residue		Phosphoproteins	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047993.1_86	NC_047993.1	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047993.1_86	NC_047993.1	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047993.1_86	NC_047993.1	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047993.1_86	NC_047993.1	K00012	ugd;UDP-glucose 6-dehydrogenase YwqF	MISC	Phosphorylation on a Tyr residue		Phosphoproteins	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047994.1_36	NC_047994.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047994.1_40	NC_047994.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047995.1_19	NC_047995.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047995.1_46	NC_047995.1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047997.1_8	NC_047997.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_047999.1_78	NC_047999.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048000.1_117	NC_048000.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048001.1_90	NC_048001.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048005.1_55	NC_048005.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048006.1_54	NC_048006.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048007.1_56	NC_048007.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048008.1_57	NC_048008.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048009.1_56	NC_048009.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048010.1_59	NC_048010.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048011.1_54	NC_048011.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048012.1_57	NC_048012.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048013.1_59	NC_048013.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_23	NC_048015.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_24	NC_048015.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_27	NC_048015.1							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_32	NC_048015.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_42	NC_048015.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_43	NC_048015.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_47	NC_048015.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_48	NC_048015.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_49	NC_048015.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_50	NC_048015.1							1	MKB
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_116	NC_048015.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_122	NC_048015.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_137	NC_048015.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_173	NC_048015.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_195	NC_048015.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_211	NC_048015.1							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048015.1_223	NC_048015.1							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048020.1_82	NC_048020.1	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	Nucleotide sugar biosynthesis, eukaryotes	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048020.1_82	NC_048020.1	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_048020.1_82	NC_048020.1	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKF
